event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG62325,"15 October 2021",2021,2,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,3,HRW,Other,"Around 15 October 2021 (as reported), 1 former police commander was taken by Taliban members in Kandahar province. The source mentioned obtaining a video showing him laying on the ground with his eyes closed and body not moving. His whereabouts and condition are unknown.",0,,1739304988
AFG62152,"14 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Government of Afghanistan (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Ghor,Dawlatyar,,Korak,34.5491,65.7158,2,"Hasht-e Subh; Twitter","New media-National","On 14 October 2021, a former Afghan senator who was also member of Ghor provincial council, with his nephew were assassinated by unknown gunmen in Dawlatyar district [coded as Korak with GP2], Ghor province. A source claimed that he was an Influential anti-Taliban figure. Local Taliban officials confirmed the incident but did not comment further.",2,"local administrators",1687837282
AFG62157,"14 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Government of Afghanistan (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Ghor,Chighcheran,,Chighcheran,34.5195,65.2509,3,"Afghan Islamic Press News Agency",National,"On 14 October 2021, 2 civilians one of which was the former deputy head of the provincial council for western Ghor province were shot by unidentified militants in Ghor province [location coded to Chighcheran with GP3].",2,"local administrators",1687837282
AFG62151,"14 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Andarab,,Andarab,35.6335,69.2602,2,Twitter,"New media","On 14 October 2021, On 14 October 2021, 2 commanders of NRF were killed in an ambush by the Taliban in Andarab district, Baghlan. NRF claimed 80 Taliban forces were killed and 25 others were wounded in a 13 hours long clash with NRF forces in Dara qasan and Naw Bahar areas of Andarab district, Baghlan. In these clashes 4-5 members of NRF were also killed. But these accounts are not confirmed.",2,,1715131350
AFG62153,"14 October 2021",2021,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Labor Group (Afghanistan); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Dutch News; EuroNews; Twitter; Undisclosed Source","Local partner-Other","Around 14 October 2021 (as reported), Taliban entered the house of an Afghan translator who worked for Dutch military and took him into custody at Kabul city. He was later killed by the Taliban. The interpreter was on the Dutch's evacuation list but he was not evacuated.",1,,1722291482
AFG62154,"14 October 2021",2021,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State Khorasan Province (ISKP)",,"Rebel group","Military Forces of Afghanistan (2021-)","Civilians (Afghanistan); Students (Afghanistan); Police Forces of Afghanistan (2021-)","State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kunar,"Asad Abad",,"Asad Abad",34.8731,71.147,1,"Afghan Islamic Press News Agency; Etilaat e Roz; ExTrac; RFE/RL; Shafaqna; Subhe Kabul","Local partner-International","On 14 October 2021, 1-2 Taliban including Police chief for Shigal district were killed and 11-13 others including Taliban forces and 5-7 civilians, students, were wounded when a Taliban Ranger hit an IS-planted roadside bomb in Karhali area of Asad Abad city, Kunar. IS claimed killing one and wounding 6 Taliban.",1,,1730228606
AFG68868,"14 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,"Undisclosed Source","Local partner-Other","On 14 October 2021, Taliban detained an activist and assaulted him under custody at Mazar-e-Sharif city (Balkh) and checked his phone. Motive unknown.",0,,1738102140
AFG62148,"13 October 2021",2021,2,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Hazara Ethnic Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Daykundi,Nili,,Nili,33.7218,66.1302,1,"Shafaqna; Etilaat e Roz",National,"Around 13 October 2021 (as reported), 3 Hazara civilians were beaten and tortured by the Taliban in Khawalak area of Nili city, Daykundi, accusing them for some military equipment gone missing in a nearby base.",0,,1634665503
AFG62147,"13 October 2021",2021,2,"Strategic developments","Strategic developments","Change to group/activity","Lost Soldiers of Hazaristan","Hazara Ethnic Group (Afghanistan)","Identity militia",,,,"Identity militia only",,4,"Caucasus and Central Asia",Afghanistan,Bamyan,Bamyan,,Bamyan,34.8216,67.8273,3,Twitter,"New media","Change to armed group: Around 13 October 2021 (as reported), a new armed group calling themselves 'Lost soldiers of Hazaristan' (Unknown Soldiers of Hazaristan) announced forming resistance against Taliban, and ISKP in HazaraJaat [coded to Bamyan with GP3]. Most of parts in Bamyan, and Daykundi as well as some parts of Ghazni and Wardak (all located closely to each other) are called Hazara Jaat. Hazara people make up to the majority of this region.",0,,1634665504
AFG62704,"13 October 2021",2021,2,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,Pul-e-Hisar,,Pul-e-Hisar,35.6149,69.4652,2,Twitter,"New media","Around 13 October 2021 (between 13 - 14 October), the NRF clashed with the Taliban in Pul-e-Hisar district, Baghlan. Both suffrered heavy casualties. Unknown fatalities coded as 3.",3,,1643759414
AFG62703,"13 October 2021",2021,2,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,"Deh Salah",,"Deh Salah",35.6863,69.3114,2,Twitter,"New media","Around 13 October 2021 (between 13 - 14 October), the NRF clashed with the Taliban in Pul-e-Hisar and Deh Salah district, Baghlan. Both suffrered heavy casualties. Unknown fatalities coded as 3.",3,,1715131350
AFG62149,"13 October 2021",2021,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","Islamic State Khorasan Province (ISKP)",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Pajhwok Afghan News; Subhe Kabul",National,"On 13 October 2021, Taliban forces raided a house in Talashi Square (PD2) of Jalalabad city, Nangarhar and killed 2 persons claimed to have connections with Islamic State (IS).",2,,1730228606
AFG62150,"13 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Islamic State Khorasan Province (ISKP)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Pajhwok Afghan News; Shafaqna; Subhe Kabul",National,"On 13 October 2021, 2 dead bodies were found in Hadai Farm area of Jalalabad city, Nangarhar. Local residents claimed that the victims were beheaded and a note was found on their bodies written 'They are killed for their links with Daesh'. No group has claimed responsibility yet. A Taliban officials said that investigations are going on to arrest the perpetrators.",2,,1730228606
AFG62347,"12 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-) Afghan Local Police",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Ghazni,Muqur,,Muqur,32.8201,67.7693,2,HRW,Other,"On 12 October 2021, 1 former local police commander was arrested by Taliban members in Muqur district, Ghazni. His body was recovered the next day.",1,,1638905150
AFG62701,"12 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Paghman,,Paghman,34.5884,68.958,2,Twitter,"New media","On 12 October 2021, in a guerilla attack by NRF fighters several Taliban forces were killed and injured in Paghman district, Kabul. Unknown fatalities coded as 3.",3,,1643759414
AFG62702,"12 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,"Hissa-e-Awal (Khinj)",,"Hissa-e-Awal (Khinj)",35.429,69.7348,2,Twitter,"New media","On 12 October 2021, NRF fighters launched attacks on Taliban forces in Shaba valley of Hissa-e-Awal (Khinj) district, Panjshir. Fatalities coded as 3 (NRF reported 42 Taliban fatalities, 34 injuries, 12 Taliban arrests and 80 miles seizure of weapons).",3,,1726526019
AFG62145,"12 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Islamic State Khorasan Province (ISKP)",,"Rebel group","Civilians (Afghanistan)",,Civilians,"Rebel group-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Pajhwok Afghan News; Twitter; Undisclosed Source","Local partner-Other","On 12 October 2021, a civil society activist was shot by the Islamic State in Jalalabad city, Nangarhar. He was killed in the attack. Motive unknown.",1,,1730228606
AFG62146,"12 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Islamic State Khorasan Province (ISKP)",,"Rebel group","Civilians (Afghanistan)","Former Government of Afghanistan (2021-)",Civilians,"Rebel group-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"ExTrac; Telegram","Local partner-International","On 12 October 2021, an official of the former government was killed by the Islamic State in his vehicle at PD4 of Jalalabad city, Nangarhar.",1,,1730228606
AFG68869,"12 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-); Former Police Forces of Afghanistan (2021-) General Directorate of Intelligence",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Daykundi,Nili,,Nili,33.7218,66.1302,3,"Undisclosed Source","Local partner-Other","On 12 October 2021, Taliban shot at 21 former police and intelligence personnel in a targeted attack at Daykundi province (coded as Nili city (Daykundi)). They were all killed and the pictures of their dead bodies were circulated on social media.",21,,1738102140
AFG66720,"12 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Muslim Group (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,3,Twitter,"New media","On 12 October 2021, 1 religious scholar was injured after being attacked by unidentified militants in Kandahar province.",0,,1739304990
AFG62700,"11 October 2021",2021,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Badakhshan,Baharak,,Baharak,37.0025,70.9066,2,Twitter,"New media","On 11 October 2021, NRF fighters conducted a guerilla attack on Taliban forces in Baharak district, Badakhshan. Fatalities coded as 3 (NRF reported more than 20 Taliban fatalities and seizure of weapons).",3,,1713900241
AFG62698,"10 October 2021",2021,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Women (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Chaparhar,,Chaparhar,34.2774,70.3618,2,"Shinwari Kara News","New media","On 10 October 2021, a woman was killed in Chaparhar district, Nangarhar. An eyewitness claimed that she was killed by the Taliban forces and her body was dumped in Sera Qala area of Chaparhar district, Nangarhar. The reason behind her killing is unclear.",1,,1643759413
